conID,tstID,poiID,class
0,94,1,car
0,95,0,bicycle
0,95,1,car
0,96,0,bicycle
0,96,1,car
0,97,0,bicycle
0,97,1,car
0,98,0,bicycle
0,98,1,car
0,99,0,bicycle
0,99,1,car
1,0,0,car
1,0,1,bicycle
1,1,0,car
1,1,1,bicycle
1,2,0,car
1,2,1,bicycle
1,3,0,car
1,3,1,bicycle
1,4,0,car
1,4,1,bicycle
1,5,0,car
1,5,1,bicycle
1,6,0,car
1,6,1,bicycle
1,7,0,car
1,7,1,bicycle
1,8,0,car
1,8,1,bicycle
1,9,0,car
1,9,1,bicycle
1,10,0,car
1,10,1,bicycle
1,11,0,car
1,11,1,bicycle
1,12,0,car
1,12,1,bicycle
1,13,0,car
1,13,1,bicycle
1,14,0,car
1,14,1,bicycle
1,15,0,car
1,15,1,bicycle
1,16,0,car
1,16,1,bicycle
1,17,0,car
1,17,1,bicycle
1,18,0,car
1,18,1,bicycle
1,19,0,car
1,19,1,bicycle
1,20,0,car
1,20,1,bicycle
1,21,0,car
1,21,1,bicycle
1,22,0,car
1,22,1,bicycle
1,23,0,car
1,23,1,bicycle
1,24,0,car
1,24,1,bicycle
1,25,0,car
1,25,1,bicycle
1,26,0,car
1,26,1,bicycle
1,27,0,car
1,27,1,bicycle
1,28,0,car
1,28,1,bicycle
1,29,0,car
1,29,1,bicycle
1,30,0,car
1,30,1,bicycle
1,31,0,car
1,31,1,bicycle
1,32,0,car
1,32,1,bicycle
1,33,0,car
1,33,1,bicycle
1,34,0,car
1,34,1,bicycle
1,35,0,car
1,35,1,bicycle
1,36,0,car
1,36,1,bicycle
1,37,0,car
1,37,1,bicycle
1,38,0,car
1,38,1,bicycle
1,39,0,car
1,39,1,bicycle
1,40,0,car
1,40,1,bicycle
1,41,0,car
1,41,1,bicycle
1,42,0,car
1,42,1,bicycle
1,43,0,car
1,43,1,bicycle
1,44,0,car
1,44,1,bicycle
1,45,0,car
1,45,1,bicycle
1,46,0,car
1,46,1,bicycle
1,47,0,car
1,47,1,bicycle
1,48,0,car
1,48,1,bicycle
1,49,0,car
1,49,1,bicycle
1,50,0,car
1,50,1,bicycle
1,51,0,car
1,51,1,bicycle
1,52,0,car
1,52,1,bicycle
1,53,0,car
1,53,1,bicycle
1,54,0,car
1,54,1,bicycle
1,55,0,car
1,55,1,bicycle
1,56,0,car
1,56,1,bicycle
1,57,0,car
1,57,1,bicycle
1,58,0,car
1,58,1,bicycle
1,59,0,car
1,59,1,bicycle
1,60,0,car
1,60,1,bicycle
1,61,0,car
1,61,1,bicycle
1,62,0,car
1,62,1,bicycle
1,63,0,car
1,63,1,bicycle
1,64,0,car
1,64,1,bicycle
1,65,0,car
1,65,1,bicycle
1,66,0,car
1,66,1,bicycle
1,67,0,car
1,67,1,bicycle
1,68,0,car
1,68,1,bicycle
1,69,0,car
1,69,1,bicycle
1,70,0,car
1,70,1,bicycle
1,71,0,car
1,71,1,bicycle
1,72,0,car
1,72,1,bicycle
1,73,0,car
1,73,1,bicycle
1,74,0,car
1,74,1,bicycle
1,75,0,car
1,75,1,bicycle
1,76,0,car
1,76,1,bicycle
1,77,0,car
1,77,1,bicycle
1,78,0,car
1,78,1,bicycle
1,79,0,car
1,79,1,bicycle
1,80,0,car
1,80,1,bicycle
1,81,0,car
1,81,1,bicycle
1,82,0,car
1,82,1,bicycle
1,83,0,car
1,83,1,bicycle
1,84,0,car
1,84,1,bicycle
1,85,0,car
1,85,1,bicycle
1,86,0,car
1,86,1,bicycle
1,87,0,car
1,87,1,bicycle
1,88,0,car
1,88,1,bicycle
1,89,0,car
1,89,1,bicycle
1,90,0,car
1,90,1,bicycle
1,91,0,car
1,91,1,bicycle
1,92,0,car
1,92,1,bicycle
1,93,0,car
1,93,1,bicycle
1,94,0,car
1,94,1,bicycle
1,95,0,car
1,95,1,bicycle
1,96,0,car
1,96,1,bicycle
1,97,0,car
1,97,1,bicycle
1,98,0,car
1,98,1,bicycle
1,99,0,car
1,99,1,bicycle
2,0,0,car
2,0,1,bicycle
2,1,0,car
2,1,1,bicycle
2,2,0,car
2,2,1,bicycle
2,3,0,car
2,3,1,bicycle
2,4,0,car
2,4,1,bicycle
2,5,0,car
2,5,1,bicycle
2,6,0,car
2,6,1,bicycle
2,7,0,car
2,7,1,bicycle
2,8,0,car
2,8,1,bicycle
2,9,0,car
2,9,1,bicycle
2,10,0,car
2,10,1,bicycle
2,11,0,car
2,11,1,bicycle
2,12,0,car
2,12,1,bicycle
2,13,0,car
2,13,1,bicycle
2,14,0,car
2,14,1,bicycle
2,15,0,car
2,15,1,bicycle
2,16,0,car
2,16,1,bicycle
2,17,0,car
2,17,1,bicycle
2,18,0,car
2,18,1,bicycle
2,19,0,car
2,19,1,bicycle
2,20,0,car
2,20,1,bicycle
2,21,0,car
2,21,1,bicycle
2,22,0,car
2,22,1,bicycle
2,23,0,car
2,23,1,bicycle
2,24,0,car
2,24,1,bicycle
2,25,0,car
2,25,1,bicycle
2,26,0,car
2,26,1,bicycle
2,27,0,car
2,27,1,bicycle
2,28,0,car
2,28,1,bicycle
2,29,0,car
2,29,1,bicycle
2,30,0,car
2,30,1,bicycle
2,31,0,car
2,31,1,bicycle
2,32,0,car
2,32,1,bicycle
2,33,0,car
2,33,1,bicycle
2,34,0,car
2,34,1,bicycle
2,35,0,car
2,35,1,bicycle
2,36,0,car
2,36,1,bicycle
2,37,0,car
2,37,1,bicycle
2,38,0,car
2,38,1,bicycle
2,39,0,car
2,39,1,bicycle
2,40,0,car
2,40,1,bicycle
2,41,0,car
2,41,1,bicycle
2,42,0,car
2,42,1,bicycle
2,43,0,car
2,43,1,bicycle
2,44,0,car
2,44,1,bicycle
2,45,0,car
2,45,1,bicycle
2,46,0,car
2,46,1,bicycle
2,47,0,car
2,47,1,bicycle
2,48,0,car
2,48,1,bicycle
2,49,0,car
2,49,1,bicycle
2,50,0,car
2,50,1,bicycle
2,51,0,car
2,51,1,bicycle
2,52,0,car
2,52,1,bicycle
2,53,0,car
2,53,1,bicycle
2,54,0,car
2,54,1,bicycle
2,55,0,car
2,55,1,bicycle
2,56,0,car
2,56,1,bicycle
2,57,0,car
2,57,1,bicycle
2,58,0,car
2,58,1,bicycle
2,59,0,car
2,59,1,bicycle
2,60,0,car
2,60,1,bicycle
2,61,0,car
2,61,1,bicycle
2,62,0,car
2,62,1,bicycle
2,63,0,car
2,63,1,bicycle
2,64,0,car
2,64,1,bicycle
2,65,0,car
2,65,1,bicycle
2,66,0,car
2,66,1,bicycle
2,67,0,car
2,67,1,bicycle
2,68,0,car
2,68,1,bicycle
2,69,0,car
2,69,1,bicycle
2,70,0,car
2,70,1,bicycle
2,71,0,car
2,71,1,bicycle
2,72,0,car
2,72,1,bicycle
2,73,0,car
2,73,1,bicycle
2,74,0,car
2,74,1,bicycle
2,75,0,car
2,75,1,bicycle
2,76,0,car
2,76,1,bicycle
2,77,0,car
2,77,1,bicycle
2,78,0,car
2,78,1,bicycle
2,79,0,car
2,79,1,bicycle
2,80,0,car
2,80,1,bicycle
2,81,0,car
2,81,1,bicycle
2,82,0,car
2,82,1,bicycle
2,83,0,car
2,83,1,bicycle
2,84,0,car
2,84,1,bicycle
2,85,0,car
2,85,1,bicycle
2,86,0,car
2,86,1,bicycle
2,87,0,car
2,87,1,bicycle
2,88,0,car
2,88,1,bicycle
2,89,0,car
2,89,1,bicycle
2,90,0,car
2,90,1,bicycle
2,91,0,car
2,91,1,bicycle
2,92,0,car
2,92,1,bicycle
2,93,0,car
2,93,1,bicycle
2,94,0,car
2,94,1,bicycle
2,95,0,car
2,95,1,bicycle
2,96,0,car
2,96,1,bicycle
2,97,0,car
2,97,1,bicycle
2,98,0,car
2,98,1,bicycle
2,99,0,car
2,99,1,bicycle
3,0,0,bicycle
3,0,1,car
3,1,0,bicycle
3,1,1,car
3,2,0,bicycle
3,2,1,car
3,3,0,bicycle
3,3,1,car
3,4,0,bicycle
3,4,1,car
3,5,0,bicycle
3,5,1,car
3,6,0,bicycle
3,6,1,car
3,7,0,bicycle
3,7,1,car
3,8,0,bicycle
3,8,1,car
3,9,0,bicycle
3,9,1,car
3,10,0,bicycle
3,10,1,car
3,11,0,bicycle
3,11,1,car
3,12,0,bicycle
3,12,1,car
3,13,0,bicycle
3,13,1,car
3,14,0,bicycle
3,14,1,car
3,15,0,bicycle
3,15,1,car
3,16,0,bicycle
3,16,1,car
3,17,0,bicycle
3,17,1,car
3,18,0,bicycle
3,18,1,car
3,19,0,bicycle
3,19,1,car
3,20,0,bicycle
3,20,1,car
3,21,0,bicycle
3,21,1,car
3,22,0,bicycle
3,22,1,car
3,23,0,bicycle
3,23,1,car
3,24,0,bicycle
3,24,1,car
3,25,0,bicycle
3,25,1,car
3,26,0,bicycle
3,26,1,car
3,27,0,bicycle
3,27,1,car
3,28,0,bicycle
3,28,1,car
3,29,0,bicycle
3,29,1,car
3,30,0,bicycle
3,30,1,car
3,31,0,bicycle
3,31,1,car
3,32,0,bicycle
3,32,1,car
3,33,0,bicycle
3,33,1,car
3,34,0,bicycle
3,34,1,car
3,35,0,bicycle
3,35,1,car
3,36,0,bicycle
3,36,1,car
3,37,0,bicycle
3,37,1,car
3,38,0,bicycle
3,38,1,car
3,39,0,bicycle
3,39,1,car
3,40,0,bicycle
3,40,1,car
3,41,0,bicycle
3,41,1,car
3,42,0,bicycle
3,42,1,car
3,43,0,bicycle
3,43,1,car
3,44,0,bicycle
3,44,1,car
3,45,0,bicycle
3,45,1,car
3,46,0,bicycle
3,46,1,car
3,47,0,bicycle
3,47,1,car
3,48,0,bicycle
3,48,1,car
3,49,0,bicycle
3,49,1,car
3,50,0,bicycle
3,50,1,car
3,51,0,bicycle
3,51,1,car
3,52,0,bicycle
3,52,1,car
3,53,0,bicycle
3,53,1,car
3,54,0,bicycle
3,54,1,car
3,55,0,bicycle
3,55,1,car
3,56,0,bicycle
3,56,1,car
3,57,0,bicycle
3,57,1,car
3,58,0,bicycle
3,58,1,car
3,59,0,bicycle
3,59,1,car
3,60,0,bicycle
3,60,1,car
3,61,0,bicycle
3,61,1,car
3,62,0,bicycle
3,62,1,car
3,63,0,bicycle
3,63,1,car
3,64,0,bicycle
3,64,1,car
3,65,0,bicycle
3,65,1,car
3,66,0,bicycle
3,66,1,car
3,67,0,bicycle
3,67,1,car
3,68,0,bicycle
3,68,1,car
3,69,0,bicycle
3,69,1,car
3,70,0,bicycle
3,70,1,car
3,71,0,bicycle
3,71,1,car
3,72,0,bicycle
3,72,1,car
3,73,0,bicycle
3,73,1,car
3,74,0,bicycle
3,74,1,car
3,75,0,bicycle
3,75,1,car
3,76,0,bicycle
3,76,1,car
3,77,0,bicycle
3,77,1,car
3,78,0,bicycle
3,78,1,car
3,79,0,bicycle
3,79,1,car
3,80,0,bicycle
3,80,1,car
3,81,0,bicycle
3,81,1,car
3,82,0,bicycle
3,82,1,car
3,83,0,bicycle
3,83,1,car
3,84,0,bicycle
3,84,1,car
3,85,0,bicycle
3,85,1,car
3,86,0,bicycle
3,86,1,car
3,87,0,bicycle
3,87,1,car
3,88,0,bicycle
3,88,1,car
3,89,0,bicycle
3,89,1,car
3,90,0,bicycle
3,90,1,car
3,91,0,bicycle
3,91,1,car
3,92,0,bicycle
3,92,1,car
3,93,0,bicycle
3,93,1,car
3,94,0,bicycle
3,94,1,car
3,95,0,bicycle
3,95,1,car
3,96,0,bicycle
3,96,1,car
3,97,0,bicycle
3,97,1,car
3,98,0,bicycle
3,98,1,car
3,99,0,bicycle
3,99,1,car
4,0,0,bicycle
4,0,1,car
4,1,0,bicycle
4,1,1,car
4,2,0,bicycle
4,2,1,car
4,3,0,bicycle
4,3,1,car
4,4,0,bicycle
4,4,1,car
4,5,0,bicycle
4,5,1,car
4,6,0,bicycle
4,6,1,car
4,7,0,bicycle
4,7,1,car
4,8,0,bicycle
4,8,1,car
4,9,0,bicycle
4,9,1,car
4,10,0,bicycle
4,10,1,car
4,11,0,bicycle
4,11,1,car
4,12,0,bicycle
4,12,1,car
4,13,0,bicycle
4,13,1,car
4,14,0,bicycle
4,14,1,car
4,15,0,bicycle
4,15,1,car
4,16,0,bicycle
4,16,1,car
4,17,0,bicycle
4,17,1,car
4,18,0,bicycle
4,18,1,car
4,19,0,bicycle
4,19,1,car
4,20,0,bicycle
4,20,1,car
4,21,0,bicycle
4,21,1,car
4,22,0,bicycle
4,22,1,car
4,23,0,bicycle
4,23,1,car
4,24,0,bicycle
4,24,1,car
4,25,0,bicycle
4,25,1,car
4,26,0,bicycle
4,26,1,car
4,27,0,bicycle
4,27,1,car
4,28,0,bicycle
4,28,1,car
4,29,0,bicycle
4,29,1,car
4,30,0,bicycle
4,30,1,car
4,31,0,bicycle
4,31,1,car
4,32,0,bicycle
4,32,1,car
4,33,0,bicycle
4,33,1,car
4,34,0,bicycle
4,34,1,car
4,35,0,bicycle
4,35,1,car
4,36,0,bicycle
4,36,1,car
4,37,0,bicycle
4,37,1,car
4,38,0,bicycle
4,38,1,car
4,39,0,bicycle
4,39,1,car
4,40,0,bicycle
4,40,1,car
4,41,0,bicycle
4,41,1,car
4,42,0,bicycle
4,42,1,car
4,43,0,bicycle
4,43,1,car
4,44,0,bicycle
4,44,1,car
4,45,0,bicycle
4,45,1,car
4,46,0,bicycle
4,46,1,car
4,47,0,bicycle
4,47,1,car
4,48,0,bicycle
4,48,1,car
4,49,0,bicycle
4,49,1,car
4,50,0,bicycle
4,50,1,car
4,51,0,bicycle
4,51,1,car
4,52,0,bicycle
4,52,1,car
4,53,0,bicycle
4,53,1,car
4,54,0,bicycle
4,54,1,car
4,55,0,bicycle
4,55,1,car
4,56,0,bicycle
4,56,1,car
4,57,0,bicycle
4,57,1,car
4,58,0,bicycle
4,58,1,car
4,59,0,bicycle
4,59,1,car
4,60,0,bicycle
4,60,1,car
4,61,0,bicycle
4,61,1,car
4,62,0,bicycle
4,62,1,car
4,63,0,bicycle
4,63,1,car
4,64,0,bicycle
4,64,1,car
4,65,0,bicycle
4,65,1,car
4,66,0,bicycle
4,66,1,car
4,67,0,bicycle
4,67,1,car
4,68,0,bicycle
4,68,1,car
4,69,0,bicycle
4,69,1,car
4,70,0,bicycle
4,70,1,car
4,71,0,bicycle
4,71,1,car
4,72,0,bicycle
4,72,1,car
4,73,0,bicycle
4,73,1,car
4,74,0,bicycle
4,74,1,car
4,75,0,bicycle
4,75,1,car
4,76,0,bicycle
4,76,1,car
4,77,0,bicycle
4,77,1,car
4,78,0,bicycle
4,78,1,car
4,79,0,bicycle
4,79,1,car
4,80,0,bicycle
4,80,1,car
4,81,0,bicycle
4,81,1,car
4,82,0,bicycle
4,82,1,car
4,83,0,bicycle
4,83,1,car
4,84,0,bicycle
4,84,1,car
4,85,0,bicycle
4,85,1,car
4,86,0,bicycle
4,86,1,car
4,87,0,bicycle
4,87,1,car
4,88,0,bicycle
4,88,1,car
4,89,0,bicycle
4,89,1,car
4,90,0,bicycle
4,90,1,car
4,91,0,bicycle
4,91,1,car
4,92,0,bicycle
4,92,1,car
4,93,0,bicycle
4,93,1,car
4,94,0,bicycle
4,94,1,car
4,95,0,bicycle
4,95,1,car
4,96,0,bicycle
4,96,1,car
4,97,0,bicycle
4,97,1,car
4,98,0,bicycle
4,98,1,car
4,99,0,bicycle
4,99,1,car
5,0,0,bicycle
5,0,1,car
5,1,0,bicycle
5,1,1,car
5,2,0,bicycle
5,2,1,car
5,3,0,bicycle
5,3,1,car
5,4,0,bicycle
5,4,1,car
5,5,0,bicycle
5,5,1,car
5,6,0,bicycle
5,6,1,car
5,7,0,bicycle
5,7,1,car
5,8,0,bicycle
5,8,1,car
5,9,0,bicycle
5,9,1,car
5,10,0,bicycle
5,10,1,car
5,11,0,bicycle
5,11,1,car
5,12,0,bicycle
5,12,1,car
5,13,0,bicycle
5,13,1,car
5,14,0,bicycle
5,14,1,car
5,15,0,bicycle
5,15,1,car
5,16,0,bicycle
5,16,1,car
5,17,0,bicycle
5,17,1,car
5,18,0,bicycle
5,18,1,car
5,19,0,bicycle
5,19,1,car
5,20,0,bicycle
5,20,1,car
5,21,0,bicycle
5,21,1,car
5,22,0,bicycle
5,22,1,car
5,23,0,bicycle
5,23,1,car
5,24,0,bicycle
5,24,1,car
5,25,0,bicycle
5,25,1,car
5,26,0,bicycle
5,26,1,car
5,27,0,bicycle
5,27,1,car
5,28,0,bicycle
5,28,1,car
5,29,0,bicycle
5,29,1,car
5,30,0,bicycle
5,30,1,car
5,31,0,bicycle
5,31,1,car
5,32,0,bicycle
5,32,1,car
5,33,0,bicycle
5,33,1,car
5,34,0,bicycle
5,34,1,car
5,35,0,bicycle
5,35,1,car
5,36,0,bicycle
5,36,1,car
5,37,0,bicycle
5,37,1,car
5,38,0,bicycle
5,38,1,car
5,39,0,bicycle
5,39,1,car
5,40,0,bicycle
5,40,1,car
5,41,0,bicycle
5,41,1,car
5,42,0,bicycle
5,42,1,car
5,43,0,bicycle
5,43,1,car
5,44,0,bicycle
5,44,1,car
5,45,0,bicycle
5,45,1,car
5,46,0,bicycle
5,46,1,car
5,47,0,bicycle
5,47,1,car
5,48,0,bicycle
5,48,1,car
5,49,0,bicycle
5,49,1,car
5,50,0,bicycle
5,50,1,car
5,51,0,bicycle
5,51,1,car
5,52,0,bicycle
5,52,1,car
5,53,0,bicycle
5,53,1,car
5,54,0,bicycle
5,54,1,car
5,55,0,bicycle
5,55,1,car
5,56,0,bicycle
5,56,1,car
5,57,0,bicycle
5,57,1,car
5,58,0,bicycle
5,58,1,car
5,59,0,bicycle
5,59,1,car
5,60,0,bicycle
5,60,1,car
5,61,0,bicycle
5,61,1,car
5,62,0,bicycle
5,62,1,car
5,63,0,bicycle
5,63,1,car
5,64,0,bicycle
5,64,1,car
5,65,0,bicycle
5,65,1,car
5,66,0,bicycle
5,66,1,car
5,67,0,bicycle
5,67,1,car
5,68,0,bicycle
5,68,1,car
5,69,0,bicycle
5,69,1,car
5,70,0,bicycle
5,70,1,car
5,71,0,bicycle
5,71,1,car
5,72,0,bicycle
5,72,1,car
5,73,0,bicycle
5,73,1,car
5,74,0,bicycle
5,74,1,car
5,75,0,bicycle
5,75,1,car
5,76,0,bicycle
5,76,1,car
5,77,0,bicycle
5,77,1,car
5,78,0,bicycle
5,78,1,car
5,79,0,bicycle
5,79,1,car
5,80,0,bicycle
5,80,1,car
5,81,0,bicycle
5,81,1,car
5,82,0,bicycle
5,82,1,car
5,83,0,bicycle
5,83,1,car
5,84,0,bicycle
5,84,1,car
5,85,0,bicycle
5,85,1,car
5,86,0,bicycle
5,86,1,car
5,87,0,bicycle
5,87,1,car
5,88,0,bicycle
5,88,1,car
5,89,0,bicycle
5,89,1,car
5,90,0,bicycle
5,90,1,car
5,91,0,bicycle
5,91,1,car
5,92,0,bicycle
5,92,1,car
5,93,0,bicycle
5,93,1,car
5,94,0,bicycle
5,94,1,car
5,95,0,bicycle
5,95,1,car
5,96,0,bicycle
5,96,1,car
5,97,0,bicycle
5,97,1,car
5,98,0,bicycle
5,98,1,car
5,99,0,bicycle
5,99,1,car
6,0,0,bicycle
6,0,1,car
6,1,0,bicycle
6,1,1,car
6,2,0,bicycle
6,2,1,car
6,3,0,bicycle
6,3,1,car
6,4,0,bicycle
6,4,1,car
6,5,0,bicycle
6,5,1,car
6,6,0,bicycle
6,6,1,car
6,7,0,bicycle
6,7,1,car
6,8,0,bicycle
6,8,1,car
6,9,0,bicycle
6,9,1,car
6,10,0,bicycle
6,10,1,car
6,11,0,bicycle
6,11,1,car
6,12,0,bicycle
6,12,1,car
6,13,0,bicycle
6,13,1,car
6,14,0,bicycle
6,14,1,car
6,15,0,bicycle
6,15,1,car
6,16,0,bicycle
6,16,1,car
6,17,0,bicycle
6,17,1,car
6,18,0,bicycle
6,18,1,car
6,19,0,bicycle
6,19,1,car
6,20,0,bicycle
6,20,1,car
6,21,0,bicycle
6,21,1,car
6,22,0,bicycle
6,22,1,car
6,23,0,bicycle
6,23,1,car
6,24,0,bicycle
6,24,1,car
6,25,0,bicycle
6,25,1,car
6,26,0,bicycle
6,26,1,car
6,27,0,bicycle
6,27,1,car
6,28,0,bicycle
6,28,1,car
6,29,0,bicycle
6,29,1,car
6,30,0,bicycle
6,30,1,car
6,31,0,bicycle
6,31,1,car
6,32,0,bicycle
6,32,1,car
6,33,0,bicycle
6,33,1,car
6,34,0,bicycle
6,34,1,car
6,35,0,bicycle
6,35,1,car
6,36,0,bicycle
6,36,1,car
6,37,0,bicycle
6,37,1,car
6,38,0,bicycle
6,38,1,car
6,39,0,bicycle
6,39,1,car
6,40,0,bicycle
6,40,1,car
6,41,0,bicycle
6,41,1,car
6,42,0,bicycle
6,42,1,car
6,43,0,bicycle
6,43,1,car
6,44,0,bicycle
6,44,1,car
6,45,0,bicycle
6,45,1,car
6,46,0,bicycle
6,46,1,car
6,47,0,bicycle
6,47,1,car
6,48,0,bicycle
6,48,1,car
6,49,0,bicycle
6,49,1,car
6,50,0,bicycle
6,50,1,car
6,51,0,bicycle
6,51,1,car
6,52,0,bicycle
6,52,1,car
6,53,0,bicycle
6,53,1,car
6,54,0,bicycle
6,54,1,car
6,55,0,bicycle
6,55,1,car
6,56,0,bicycle
6,56,1,car
6,57,0,bicycle
6,57,1,car
6,58,0,bicycle
6,58,1,car
6,59,0,bicycle
6,59,1,car
6,60,0,bicycle
6,60,1,car
6,61,0,bicycle
6,61,1,car
6,62,0,bicycle
6,62,1,car
6,63,0,bicycle
6,63,1,car
6,64,0,bicycle
6,64,1,car
6,65,0,bicycle
6,65,1,car
6,66,0,bicycle
6,66,1,car
6,67,0,bicycle
6,67,1,car
6,68,0,bicycle
6,68,1,car
6,69,0,bicycle
6,69,1,car
6,70,0,bicycle
6,70,1,car
6,71,0,bicycle
6,71,1,car
6,72,0,bicycle
6,72,1,car
6,73,0,bicycle
6,73,1,car
6,74,0,bicycle
6,74,1,car
6,75,0,bicycle
6,75,1,car
6,76,0,bicycle
6,76,1,car
6,77,0,bicycle
6,77,1,car
6,78,0,bicycle
6,78,1,car
6,79,0,bicycle
6,79,1,car
6,80,0,bicycle
6,80,1,car
6,81,0,bicycle
6,81,1,car
6,82,0,bicycle
6,82,1,car
6,83,0,bicycle
6,83,1,car
6,84,0,bicycle
6,84,1,car
6,85,0,bicycle
6,85,1,car
6,86,0,bicycle
6,86,1,car
6,87,0,bicycle
6,87,1,car
6,88,0,bicycle
6,88,1,car
6,89,0,bicycle
6,89,1,car
6,90,0,bicycle
6,90,1,car
6,91,0,bicycle
6,91,1,car
6,92,0,bicycle
6,92,1,car
6,93,0,bicycle
6,93,1,car
6,94,0,bicycle
6,94,1,car
6,95,0,bicycle
6,95,1,car
6,96,0,bicycle
6,96,1,car
6,97,0,bicycle
6,97,1,car
6,98,0,bicycle
6,98,1,car
6,99,0,bicycle
6,99,1,car
7,0,0,bicycle
7,0,1,car
7,1,0,bicycle
7,1,1,car
7,2,0,bicycle
7,2,1,car
7,3,0,bicycle
7,3,1,car
7,4,0,bicycle
7,4,1,car
7,5,0,bicycle
7,5,1,car
7,6,0,bicycle
7,6,1,car
7,7,0,bicycle
7,7,1,car
7,8,0,bicycle
7,8,1,car
7,9,0,bicycle
7,9,1,car
7,10,0,bicycle
7,10,1,car
7,11,0,bicycle
7,11,1,car
7,12,0,bicycle
7,12,1,car
7,13,0,bicycle
7,13,1,car
7,14,0,bicycle
7,14,1,car
7,15,0,bicycle
7,15,1,car
7,16,0,bicycle
7,16,1,car
7,17,0,bicycle
7,17,1,car
7,18,0,bicycle
7,18,1,car
7,19,0,bicycle
7,19,1,car
7,20,0,bicycle
7,20,1,car
7,21,0,bicycle
7,21,1,car
7,22,0,bicycle
7,22,1,car
7,23,0,bicycle
7,23,1,car
7,24,0,bicycle
7,24,1,car
7,25,0,bicycle
7,25,1,car
7,26,0,bicycle
7,26,1,car
7,27,0,bicycle
7,27,1,car
7,28,0,bicycle
7,28,1,car
7,29,0,bicycle
7,29,1,car
7,30,0,bicycle
7,30,1,car
7,31,0,bicycle
7,31,1,car
7,32,0,bicycle
7,32,1,car
7,33,0,bicycle
7,33,1,car
7,34,0,bicycle
7,34,1,car
