conID,tstID,poiID,x,y
0,51,0,25.0713005065918,-33.16674041748047
0,51,1,29.97929954528809,-35.00918960571289
0,52,0,24.84341049194336,-33.22669982910156
0,52,1,30.24591064453125,-34.94369888305664
0,53,0,24.61610984802246,-33.28657150268555
0,53,1,30.509620666503903,-34.87818145751953
0,54,0,24.389219284057617,-33.34642028808594
0,54,1,30.76980972290039,-34.812129974365234
0,55,0,24.16274070739746,-33.40655899047852
0,55,1,31.027589797973636,-34.74660110473633
0,56,0,23.937170028686523,-33.46638870239258
0,56,1,31.282909393310547,-34.68143081665039
0,57,0,23.712650299072266,-33.5260009765625
0,57,1,31.53582000732422,-34.61703109741211
0,58,0,23.48918914794922,-33.58539962768555
0,58,1,31.787939071655277,-34.55371856689453
0,59,0,23.266679763793945,-33.64455032348633
0,59,1,32.03855895996094,-34.490230560302734
0,60,0,23.044960021972656,-33.70349884033203
0,60,1,32.28847885131836,-34.42757034301758
0,61,0,22.823999404907227,-33.76219177246094
0,61,1,32.53726959228516,-34.36616134643555
0,62,0,22.603559494018555,-33.820701599121094
0,62,1,32.7852897644043,-34.30556106567383
0,63,0,22.38347053527832,-33.87910079956055
0,63,1,33.03190994262695,-34.24618911743164
0,64,0,22.16374969482422,-33.937408447265625
0,64,1,33.27714157104492,-34.187110900878906
0,65,0,21.944490432739254,-33.99563980102539
0,65,1,33.52111053466797,-34.12831115722656
0,66,0,21.725610733032227,-34.05364990234375
0,66,1,33.76387023925781,-34.06977844238281
0,67,0,21.506959915161133,-34.11151885986328
0,67,1,34.006290435791016,-34.01131057739258
0,68,0,21.28856086730957,-34.16918182373047
0,68,1,34.248348236083984,-33.95294952392578
0,69,0,21.070369720458984,-34.226688385009766
0,69,1,34.490169525146484,-33.895599365234375
0,70,0,20.85252952575684,-34.28404998779297
0,70,1,34.73080062866211,-33.83958053588867
0,71,0,20.6352596282959,-34.34144973754883
0,71,1,34.971710205078125,-33.78413009643555
0,72,0,20.418439865112305,-34.39899063110352
0,72,1,35.2110481262207,-33.729820251464844
0,73,0,20.202150344848636,-34.45629119873047
0,73,1,35.448570251464844,-33.67681884765625
0,74,0,19.98638916015625,-34.51350021362305
0,74,1,35.684871673583984,-33.62522888183594
0,75,0,19.77113914489746,-34.57059860229492
0,75,1,35.91960144042969,-33.575279235839844
0,76,0,19.55674934387207,-34.627540588378906
0,76,1,36.15346908569336,-33.52494812011719
0,77,0,19.343040466308597,-34.684349060058594
0,77,1,36.38603973388672,-33.47465896606445
0,78,0,19.130300521850582,-34.74137878417969
0,78,1,36.61867904663086,-33.424198150634766
0,79,0,18.918519973754883,-34.79859924316406
0,79,1,36.85118865966797,-33.3730583190918
0,80,0,18.70772933959961,-34.85614013671875
0,80,1,37.08343124389648,-33.323360443115234
0,81,0,18.49824905395508,-34.91386032104492
0,81,1,37.31586837768555,-33.2746696472168
0,82,0,18.28974914550781,-34.971900939941406
0,82,1,37.54841995239258,-33.22768020629883
0,83,0,18.082550048828125,-35.030120849609375
0,83,1,37.78083038330078,-33.18212890625
0,84,0,17.876569747924805,-35.08829879760742
0,84,1,38.01377868652344,-33.137901306152344
0,85,0,17.671960830688477,-35.146358489990234
0,85,1,38.24668884277344,-33.09455871582031
0,86,0,17.468820571899414,-35.204349517822266
0,86,1,38.479759216308594,-33.052181243896484
0,87,0,17.266889572143555,-35.262508392333984
0,87,1,38.7122917175293,-33.01070022583008
0,88,0,17.066240310668945,-35.32088088989258
0,88,1,38.94499969482422,-32.97018051147461
0,89,0,16.866479873657227,-35.3796501159668
0,89,1,39.17708969116211,-32.93024063110352
0,90,0,16.66761016845703,-35.43878936767578
0,90,1,39.40951156616211,-32.890769958496094
0,91,0,16.469640731811523,-35.49831008911133
0,91,1,39.64154815673828,-32.852230072021484
0,92,0,16.27219009399414,-35.55830001831055
0,92,1,39.8736686706543,-32.814659118652344
0,93,0,16.074769973754883,-35.61886978149414
0,93,1,40.106258392333984,-32.77684020996094
0,94,0,15.87771987915039,-35.679908752441406
0,94,1,40.33823013305664,-32.7388916015625
0,95,0,15.681130409240724,-35.74135971069336
0,95,1,40.5701904296875,-32.70037841796875
0,96,0,15.484339714050291,-35.803558349609375
0,96,1,40.80141830444336,-32.66093063354492
0,97,0,15.287320137023926,-35.86640167236328
0,97,1,41.03244018554688,-32.6214599609375
0,98,0,15.090439796447754,-35.92966842651367
0,98,1,41.26353073120117,-32.5821418762207
0,99,0,14.89363956451416,-35.99283981323242
0,99,1,41.49448013305664,-32.54267883300781
1,0,0,79.57878875732422,-22.678640365600582
1,0,1,11.93694019317627,-40.47789001464844
1,1,0,79.30769348144531,-22.73255920410156
1,1,1,12.201069831848145,-40.41693878173828
1,2,0,79.04051971435547,-22.78597068786621
1,2,1,12.466609954833984,-40.35527038574219
1,3,0,78.77806854248047,-22.83750915527344
1,3,1,12.732919692993164,-40.29307174682617
1,4,0,78.52020263671875,-22.88973045349121
1,4,1,12.999730110168455,-40.23028945922852
1,5,0,78.26654052734375,-22.94219970703125
1,5,1,13.267080307006836,-40.16693115234375
1,6,0,78.01676177978516,-22.99367904663086
1,6,1,13.534839630126951,-40.102989196777344
1,7,0,77.77153015136719,-23.04318046569824
1,7,1,13.803179740905762,-40.03847885131836
1,8,0,77.53128814697266,-23.09095001220703
1,8,1,14.072380065917969,-39.97325897216797
1,9,0,77.29521179199219,-23.13945960998535
1,9,1,14.34292984008789,-39.90713119506836
1,10,0,77.06273651123047,-23.18674087524414
1,10,1,14.613759994506836,-39.84056091308594
1,11,0,76.83396911621094,-23.23348045349121
1,11,1,14.884819984436035,-39.77342987060547
1,12,0,76.60929870605469,-23.2806396484375
1,12,1,15.156180381774902,-39.70587158203125
1,13,0,76.38813781738281,-23.327550888061523
1,13,1,15.42805004119873,-39.63776016235352
1,14,0,76.17062377929688,-23.3729305267334
1,14,1,15.70001983642578,-39.569129943847656
1,15,0,75.9575424194336,-23.417219161987305
1,15,1,15.972100257873535,-39.5001106262207
1,16,0,75.74812316894531,-23.460100173950195
1,16,1,16.244220733642578,-39.43072128295898
1,17,0,75.5428237915039,-23.50299072265625
1,17,1,16.516429901123047,-39.36101150512695
1,18,0,75.3409194946289,-23.54478073120117
1,18,1,16.78870964050293,-39.29096984863281
1,19,0,75.14205169677734,-23.585250854492188
1,19,1,17.06106948852539,-39.2205810546875
1,20,0,74.94725036621094,-23.625320434570312
1,20,1,17.333450317382812,-39.14982986450195
1,21,0,74.75650787353516,-23.66469955444336
1,21,1,17.605960845947266,-39.078651428222656
1,22,0,74.5704574584961,-23.70482063293457
1,22,1,17.878740310668945,-39.00698852539063
1,23,0,74.38816833496094,-23.74410057067871
1,23,1,18.151580810546875,-38.93495941162109
1,24,0,74.2085189819336,-23.782560348510746
1,24,1,18.424339294433597,-38.86262130737305
1,25,0,74.03128051757812,-23.819969177246094
1,25,1,18.69698905944824,-38.78995132446289
1,26,0,73.85659790039062,-23.85674095153809
1,26,1,18.96954917907715,-38.71704864501953
1,27,0,73.68569946289062,-23.893390655517575
1,27,1,19.24191093444824,-38.64392852783203
1,28,0,73.51677703857422,-23.928760528564453
1,28,1,19.51415061950684,-38.5706901550293
1,29,0,73.35066223144531,-23.96377944946289
1,29,1,19.78647994995117,-38.49721908569336
1,30,0,73.18814849853516,-23.999969482421875
1,30,1,20.05875968933105,-38.42353057861328
1,31,0,73.02886962890625,-24.03636932373047
1,31,1,20.331039428710938,-38.34957885742188
1,32,0,72.8731918334961,-24.07377052307129
1,32,1,20.60325050354004,-38.275390625
1,33,0,72.72058868408203,-24.1093807220459
1,33,1,20.875490188598636,-38.200958251953125
1,34,0,72.57111358642578,-24.145910263061523
1,34,1,21.14790916442871,-38.12630081176758
1,35,0,72.42469787597656,-24.180530548095703
1,35,1,21.420459747314453,-38.0513801574707
1,36,0,72.28215789794922,-24.213809967041016
1,36,1,21.69321060180664,-37.97623825073242
1,37,0,72.1424789428711,-24.245790481567383
1,37,1,21.966140747070312,-37.90093994140625
1,38,0,72.00496673583984,-24.276599884033203
1,38,1,22.239160537719727,-37.82550048828125
1,39,0,71.86994171142578,-24.30694961547852
1,39,1,22.51206970214844,-37.75004959106445
1,40,0,71.73773956298828,-24.336669921875
1,40,1,22.7845401763916,-37.67469024658203
1,41,0,71.60862731933594,-24.364660263061523
1,41,1,23.056690216064453,-37.59946060180664
1,42,0,71.4831314086914,-24.3906307220459
1,42,1,23.32801055908203,-37.52455139160156
1,43,0,71.36045837402344,-24.415510177612305
1,43,1,23.598859786987305,-37.44981002807617
1,44,0,71.24083709716797,-24.439950942993164
1,44,1,23.86907958984375,-37.37517929077149
1,45,0,71.12333679199219,-24.463029861450195
1,45,1,24.13886070251465,-37.30070114135742
1,46,0,71.00830841064453,-24.48451042175293
1,46,1,24.408090591430664,-37.2264518737793
1,47,0,70.89569854736328,-24.506010055541992
1,47,1,24.676759719848636,-37.15245819091797
1,48,0,70.78601837158203,-24.52717018127441
1,48,1,24.944929122924805,-37.078739166259766
1,49,0,70.67926025390625,-24.54854965209961
1,49,1,25.21261978149414,-37.00534057617188
1,50,0,70.57533264160156,-24.57008934020996
1,50,1,25.479860305786133,-36.93204879760742
1,51,0,70.47360229492188,-24.592609405517575
1,51,1,25.746509552001957,-36.85905075073242
1,52,0,70.37371063232422,-24.614320755004883
1,52,1,26.011520385742188,-36.78681945800781
1,53,0,70.27615356445312,-24.63639068603516
1,53,1,26.275569915771484,-36.715110778808594
1,54,0,70.18022918701172,-24.65802001953125
1,54,1,26.539039611816406,-36.64363861083984
1,55,0,70.08564758300781,-24.679170608520508
1,55,1,26.80186080932617,-36.57255935668945
1,56,0,69.99272918701172,-24.698749542236328
1,56,1,27.0639591217041,-36.50188064575195
1,57,0,69.9004898071289,-24.71776962280273
1,57,1,27.32526969909668,-36.4316291809082
1,58,0,69.80985260009766,-24.736799240112305
1,58,1,27.585840225219727,-36.36175155639648
1,59,0,69.72148132324219,-24.755550384521484
1,59,1,27.84588050842285,-36.29209899902344
1,60,0,69.63458251953125,-24.774049758911133
1,60,1,28.10511016845703,-36.2227783203125
1,61,0,69.55020141601562,-24.792369842529297
1,61,1,28.363510131835938,-36.15378952026367
1,62,0,69.4673080444336,-24.80879020690918
1,62,1,28.621070861816406,-36.08518981933594
1,63,0,69.38638305664062,-24.823999404907227
1,63,1,28.877830505371094,-36.01691055297852
1,64,0,69.307373046875,-24.839540481567383
1,64,1,29.13377952575684,-35.949058532714844
1,65,0,69.23046875,-24.85442924499512
1,65,1,29.388879776000977,-35.881629943847656
1,66,0,69.1558609008789,-24.87019920349121
1,66,1,29.642940521240234,-35.81454849243164
1,67,0,69.08290100097656,-24.88500022888184
1,67,1,29.895959854125977,-35.747779846191406
1,68,0,69.01168060302734,-24.899629592895508
1,68,1,30.14784049987793,-35.68141174316406
1,69,0,68.9423828125,-24.91485977172852
1,69,1,30.39846992492676,-35.615379333496094
1,70,0,68.87452697753906,-24.92905044555664
1,70,1,30.64790916442871,-35.549808502197266
1,71,0,68.80806732177734,-24.94119071960449
1,71,1,30.896129608154297,-35.484588623046875
1,72,0,68.74391174316406,-24.953510284423828
1,72,1,31.14316940307617,-35.41978073120117
1,73,0,68.68238067626953,-24.965789794921875
1,73,1,31.389110565185547,-35.355220794677734
1,74,0,68.62210845947266,-24.978260040283203
1,74,1,31.63385963439941,-35.29096984863281
1,75,0,68.56237030029297,-24.99054908752441
1,75,1,31.87747001647949,-35.227088928222656
1,76,0,68.5040512084961,-25.002809524536133
1,76,1,32.119930267333984,-35.16360092163086
1,77,0,68.4477310180664,-25.014799118041992
1,77,1,32.36125183105469,-35.10054016113281
1,78,0,68.39414978027344,-25.02655029296875
1,78,1,32.601348876953125,-35.037940979003906
1,79,0,68.34146881103516,-25.038419723510746
1,79,1,32.839561462402344,-34.97610092163086
1,80,0,68.28964233398438,-25.05011940002441
1,80,1,33.07619857788086,-34.91495132446289
1,81,0,68.23776245117188,-25.06205940246582
1,81,1,33.311458587646484,-34.85443115234375
1,82,0,68.18763732910156,-25.07379913330078
1,82,1,33.545711517333984,-34.794429779052734
1,83,0,68.13858032226562,-25.08534049987793
1,83,1,33.779109954833984,-34.73503112792969
1,84,0,68.09081268310547,-25.096649169921875
1,84,1,34.011619567871094,-34.67618942260742
1,85,0,68.04457092285156,-25.107650756835938
1,85,1,34.24338912963867,-34.618019104003906
1,86,0,68.00019836425781,-25.11823081970215
1,86,1,34.474571228027344,-34.560489654541016
1,87,0,67.95723724365234,-25.12850952148437
1,87,1,34.70505905151367,-34.50373077392578
1,88,0,67.91529846191406,-25.1385498046875
1,88,1,34.93505859375,-34.44771957397461
1,89,0,67.875732421875,-25.14805030822754
1,89,1,35.16395950317383,-34.392791748046875
1,90,0,67.83828735351562,-25.157129287719727
1,90,1,35.39189147949219,-34.338809967041016
1,91,0,67.80274200439453,-25.16580009460449
1,91,1,35.619468688964844,-34.28562927246094
1,92,0,67.7673110961914,-25.174470901489254
1,92,1,35.8467903137207,-34.23331069946289
1,93,0,67.73278045654297,-25.182910919189453
1,93,1,36.07394027709961,-34.181888580322266
1,94,0,67.69917297363281,-25.190940856933597
1,94,1,36.30093002319336,-34.131309509277344
1,95,0,67.66561126708984,-25.198740005493164
1,95,1,36.52790069580078,-34.08169937133789
1,96,0,67.63323974609375,-25.206960678100582
1,96,1,36.75505065917969,-34.03303146362305
1,97,0,67.60193634033203,-25.21470069885254
1,97,1,36.9818000793457,-33.98558044433594
1,98,0,67.57099914550781,-25.22234916687012
1,98,1,37.20769119262695,-33.93952941894531
1,99,0,67.54064178466797,-25.229860305786133
1,99,1,37.43302154541016,-33.89474105834961
2,0,0,67.02596282958984,-25.336639404296875
2,0,1,11.474209785461426,-40.59532165527344
2,1,0,66.99944305419922,-25.341869354248047
2,1,1,11.74822998046875,-40.517459869384766
2,2,0,66.97364044189453,-25.3470401763916
2,2,1,12.022350311279297,-40.439579010009766
2,3,0,66.94715118408203,-25.35226058959961
2,3,1,12.296669960021973,-40.36177062988281
2,4,0,66.92198944091797,-25.356250762939453
2,4,1,12.571550369262695,-40.283729553222656
2,5,0,66.89708709716797,-25.360090255737305
2,5,1,12.846799850463867,-40.2059211730957
2,6,0,66.87206268310547,-25.36376953125
2,6,1,13.122650146484377,-40.128379821777344
2,7,0,66.84645080566406,-25.36727905273437
2,7,1,13.399009704589844,-40.05096054077149
2,8,0,66.8198471069336,-25.37063980102539
2,8,1,13.67570972442627,-39.97386932373047
2,9,0,66.79180908203125,-25.37367057800293
2,9,1,13.952449798583984,-39.89731979370117
2,10,0,66.76376342773438,-25.376680374145508
2,10,1,14.229949951171877,-39.820709228515625
2,11,0,66.73538208007812,-25.38055992126465
2,11,1,14.507080078125,-39.744659423828125
2,12,0,66.70655059814453,-25.38348960876465
2,12,1,14.784059524536133,-39.66897964477539
2,13,0,66.6780776977539,-25.38688087463379
2,13,1,15.060099601745604,-39.59392166137695
2,14,0,66.64939880371094,-25.39073944091797
2,14,1,15.334429740905762,-39.519718170166016
2,15,0,66.62017822265625,-25.3959903717041
2,15,1,15.606980323791504,-39.44646072387695
2,16,0,66.59052276611328,-25.402130126953125
2,16,1,15.87742042541504,-39.37422943115234
2,17,0,66.56047821044922,-25.40811920166016
2,17,1,16.14583969116211,-39.30290985107422
2,18,0,66.53031921386719,-25.41383934020996
2,18,1,16.41231918334961,-39.23244857788086
2,19,0,66.5007095336914,-25.42053985595703
2,19,1,16.676979064941406,-39.16276931762695
2,20,0,66.47012329101562,-25.428560256958008
2,20,1,16.94002914428711,-39.09400177001953
2,21,0,66.43878936767578,-25.437889099121094
2,21,1,17.203439712524414,-39.02555084228516
2,22,0,66.40667724609375,-25.44766998291016
2,22,1,17.467199325561523,-38.95735931396485
2,23,0,66.37393951416016,-25.45796012878418
2,23,1,17.731029510498047,-38.88962173461914
2,24,0,66.34071350097656,-25.468809127807617
2,24,1,17.994140625,-38.82241821289063
2,25,0,66.30708312988281,-25.48033905029297
2,25,1,18.255800247192383,-38.75558090209961
2,26,0,66.27313232421875,-25.492639541625977
2,26,1,18.515989303588867,-38.68901062011719
2,27,0,66.23870086669922,-25.50498962402344
2,27,1,18.776029586791992,-38.62294006347656
2,28,0,66.20381927490234,-25.51753044128418
2,28,1,19.035839080810547,-38.557350158691406
2,29,0,66.16851043701172,-25.53042984008789
2,29,1,19.29490089416504,-38.49245071411133
2,30,0,66.13253021240234,-25.5429801940918
2,30,1,19.55316925048828,-38.428131103515625
2,31,0,66.09603118896484,-25.55624008178711
2,31,1,19.81220054626465,-38.363990783691406
2,32,0,66.05895233154297,-25.570390701293945
2,32,1,20.0713005065918,-38.30023956298828
2,33,0,66.02117156982422,-25.585670471191406
2,33,1,20.330690383911133,-38.23678970336914
2,34,0,65.98252868652344,-25.602340698242188
2,34,1,20.59019088745117,-38.173370361328125
2,35,0,65.94307708740234,-25.617849349975582
2,35,1,20.84889030456543,-38.11017990112305
2,36,0,65.90345764160156,-25.632280349731445
2,36,1,21.108539581298828,-38.04703140258789
2,37,0,65.8634262084961,-25.64586067199707
2,37,1,21.36944007873535,-37.98355102539063
2,38,0,65.82267761230469,-25.658830642700195
2,38,1,21.63143920898437,-37.91973876953125
2,39,0,65.78089904785156,-25.671390533447266
2,39,1,21.89436912536621,-37.85570907592773
2,40,0,65.73853302001953,-25.68330955505371
2,40,1,22.158100128173828,-37.79146957397461
2,41,0,65.69515991210938,-25.69474983215332
2,41,1,22.422800064086918,-37.72700881958008
2,42,0,65.65116119384766,-25.70560073852539
2,42,1,22.68819046020508,-37.66231155395508
2,43,0,65.60603332519531,-25.71598052978516
2,43,1,22.954010009765625,-37.59743118286133
2,44,0,65.55947875976562,-25.72722053527832
2,44,1,23.21916961669922,-37.532711029052734
2,45,0,65.51146697998047,-25.73802947998047
2,45,1,23.483110427856445,-37.468238830566406
2,46,0,65.4620132446289,-25.74785041809082
2,46,1,23.74625968933105,-37.403839111328125
2,47,0,65.41117858886719,-25.756589889526367
2,47,1,24.008079528808597,-37.339599609375
2,48,0,65.35832977294922,-25.765220642089844
2,48,1,24.268430709838867,-37.27592086791992
2,49,0,65.30428314208984,-25.77342987060547
2,49,1,24.527299880981445,-37.212520599365234
2,50,0,65.24951171875,-25.783729553222656
2,50,1,24.785320281982425,-37.14921188354492
2,51,0,65.1925277709961,-25.79451942443848
2,51,1,25.04224967956543,-37.08615112304688
2,52,0,65.13410949707031,-25.806440353393555
2,52,1,25.29800033569336,-37.02333831787109
2,53,0,65.072998046875,-25.819730758666992
2,53,1,25.55267906188965,-36.960731506347656
2,54,0,65.0093002319336,-25.833080291748047
2,54,1,25.80685043334961,-36.89807891845703
2,55,0,64.94407653808594,-25.846210479736328
2,55,1,26.05940055847168,-36.83573913574219
2,56,0,64.87586212158203,-25.859600067138672
2,56,1,26.310300827026367,-36.77368927001953
2,57,0,64.80425262451172,-25.875099182128903
2,57,1,26.5604190826416,-36.71171951293945
2,58,0,64.72866821289062,-25.89065933227539
2,58,1,26.809709548950195,-36.649810791015625
2,59,0,64.64997100830078,-25.907150268554688
2,59,1,27.058319091796875,-36.588008880615234
2,60,0,64.56861877441406,-25.924360275268555
2,60,1,27.305330276489254,-36.52651977539063
2,61,0,64.48494720458984,-25.942110061645508
2,61,1,27.551349639892575,-36.46517181396485
2,62,0,64.39830017089844,-25.9604606628418
2,62,1,27.796470642089844,-36.4039306640625
2,63,0,64.30899047851562,-25.980159759521484
2,63,1,28.04022979736328,-36.34286880493164
2,64,0,64.21697998046875,-26.001239776611328
2,64,1,28.28243064880371,-36.28202819824219
2,65,0,64.1220932006836,-26.02358055114746
2,65,1,28.52276039123535,-36.22146987915039
2,66,0,64.02467346191406,-26.046119689941406
2,66,1,28.76110076904297,-36.16127014160156
2,67,0,63.92449951171875,-26.069780349731445
2,67,1,28.99728012084961,-36.1014518737793
2,68,0,63.82212829589844,-26.09534072875977
2,68,1,29.23080062866211,-36.04201889038086
2,69,0,63.71731185913086,-26.120969772338867
2,69,1,29.4614200592041,-35.98320007324219
2,70,0,63.610130310058594,-26.14664077758789
2,70,1,29.68931007385254,-35.92481994628906
2,71,0,63.500518798828125,-26.172319412231445
2,71,1,29.914140701293945,-35.86695098876953
2,72,0,63.388328552246094,-26.197999954223636
2,72,1,30.135459899902344,-35.809661865234375
2,73,0,63.27325820922852,-26.223669052124023
2,73,1,30.35338020324707,-35.75291061401367
2,74,0,63.15684127807617,-26.24976921081543
2,74,1,30.567819595336918,-35.69668960571289
2,75,0,63.03876876831055,-26.277219772338867
2,75,1,30.7788200378418,-35.641048431396484
2,76,0,62.919090270996094,-26.304990768432617
2,76,1,30.98650932312012,-35.5860595703125
2,77,0,62.7988395690918,-26.332740783691406
2,77,1,31.19112014770508,-35.531429290771484
2,78,0,62.678131103515625,-26.36035919189453
2,78,1,31.392900466918945,-35.477291107177734
2,79,0,62.55522918701172,-26.38814926147461
2,79,1,31.591890335083008,-35.42329025268555
2,80,0,62.42742919921875,-26.41663932800293
2,80,1,31.788419723510746,-35.369659423828125
2,81,0,62.29182815551758,-26.44638061523437
2,81,1,31.98232078552246,-35.31642150878906
2,82,0,62.14542007446289,-26.47886085510254
2,82,1,32.173641204833984,-35.26372146606445
2,83,0,61.9993782043457,-26.510269165039062
2,83,1,32.36280822753906,-35.21146011352539
2,84,0,61.852081298828125,-26.541749954223636
2,84,1,32.549560546875,-35.15972900390625
2,85,0,61.70069122314453,-26.57373046875
2,85,1,32.73392868041992,-35.1083984375
2,86,0,61.54753875732422,-26.60548973083496
2,86,1,32.91593170166016,-35.05765914916992
2,87,0,61.39307022094727,-26.636659622192383
2,87,1,33.09529113769531,-35.007568359375
2,88,0,61.237640380859375,-26.666860580444336
2,88,1,33.27225112915039,-34.958160400390625
2,89,0,61.08106994628906,-26.69750022888184
2,89,1,33.44694900512695,-34.90932083129883
2,90,0,60.92340087890625,-26.727449417114254
2,90,1,33.619998931884766,-34.861061096191406
2,91,0,60.76411056518555,-26.757299423217773
2,91,1,33.792179107666016,-34.81327819824219
2,92,0,60.604339599609375,-26.78726959228516
2,92,1,33.96358108520508,-34.76580047607422
2,93,0,60.44326019287109,-26.81723976135254
2,93,1,34.13433837890625,-34.71883010864258
2,94,0,60.27989959716797,-26.846830368041992
2,94,1,34.30447006225586,-34.672359466552734
2,95,0,60.11518859863281,-26.87619972229004
2,95,1,34.474151611328125,-34.62643814086914
2,96,0,59.949031829833984,-26.904760360717773
2,96,1,34.6434211730957,-34.58110809326172
2,97,0,59.78192138671875,-26.93231010437012
2,97,1,34.81229019165039,-34.53628158569336
2,98,0,59.61367034912109,-26.95829963684082
2,98,1,34.98017883300781,-34.492069244384766
2,99,0,59.444091796875,-26.98387908935547
2,99,1,35.146949768066406,-34.4486198425293
3,0,0,49.56980895996094,-32.03622817993164
3,0,1,92.99027252197266,-19.8242301940918
3,1,0,49.5978889465332,-32.039310455322266
3,1,1,92.74890899658205,-19.86696052551269
3,2,0,49.62652969360352,-32.04225158691406
3,2,1,92.50540924072266,-19.910749435424805
3,3,0,49.65568923950195,-32.04507064819336
3,3,1,92.26056671142578,-19.955270767211918
