timestamp,x,y,z,length,width,height,rotation,class,occluded,track_id,tstID,poiID
1733,20.670815,3.217534,-1.272341,0.51675,0.576973,1.90151,-0.278723,Cyclist,True,1,5,0
1733,26.971138,-4.075556,-1.217852,1.800665,0.488511,1.89498,-1.154972,Cyclist,False,2,5,1
1733,29.811422,-5.1191,-1.250475,1.597852,0.697267,1.901483,2.381208,Cyclist,False,3,5,2
1733,32.896601,-7.202098,-1.183461,0.69721,0.631302,1.820192,2.077069,Pedestrian,False,4,5,3
1733,31.094415,-9.693896,-1.145048,0.870689,0.575038,1.687206,-0.89594,Cyclist,False,5,5,4
1733,38.839476,-15.434024,-1.060026,1.095668,0.303061,1.736811,2.105438,Cyclist,False,6,5,5
1733,34.448168,-10.405743,-1.160723,1.505344,0.597052,1.821276,1.968077,Cyclist,False,7,5,6
1735,21.159296,2.928709,-1.290981,0.51675,0.596487,1.894054,-0.340918,Cyclist,True,1,6,0
1735,27.097471,-4.235744,-1.22372,1.800665,0.488511,1.89498,-1.12749,Cyclist,False,2,6,1
1735,29.644413,-4.929748,-1.25228,1.597852,0.705782,1.901483,2.39528,Cyclist,False,3,6,2
1735,32.822063,-7.067402,-1.191809,0.673912,0.616699,1.836886,2.077889,Pedestrian,False,4,6,3
1735,31.285387,-9.94321,-1.147302,0.870689,0.575038,1.691715,-0.878906,Cyclist,False,5,6,4
1735,38.718466,-15.282233,-1.062529,1.095668,0.308171,1.736811,2.105438,Cyclist,False,6,6,5
1735,34.347785,-10.206574,-1.151859,1.498771,0.597052,1.803548,1.846138,Cyclist,False,7,6,6
1736,21.647777,2.639884,-1.309621,0.51675,0.616002,1.886598,-0.403112,Cyclist,False,1,7,0
1736,27.223805,-4.395932,-1.229588,1.800665,0.488511,1.89498,-1.100007,Cyclist,False,2,7,1
1736,29.477405,-4.740396,-1.254084,1.597852,0.714296,1.901483,2.409352,Cyclist,False,3,7,2
1736,32.747524,-6.932706,-1.200156,0.650615,0.602095,1.85358,2.078709,Pedestrian,False,4,7,3
1736,31.476359,-10.192524,-1.149557,0.870689,0.575038,1.696224,-0.861871,Cyclist,False,5,7,4
1736,38.597457,-15.130441,-1.065033,1.095668,0.313281,1.736811,2.105438,Cyclist,False,6,7,5
1736,34.247402,-10.007406,-1.142995,1.492199,0.597052,1.78582,1.724198,Cyclist,False,7,7,6
1738,22.167576,2.426043,-1.307796,0.615335,0.662829,1.882948,-0.347616,Cyclist,False,1,8,0
1738,27.350138,-4.556121,-1.235455,1.800665,0.488511,1.89498,-1.072525,Cyclist,False,2,8,1
1738,29.310396,-4.551044,-1.255888,1.597852,0.72281,1.901483,2.423424,Cyclist,False,3,8,2
1738,32.672986,-6.798009,-1.208503,0.627317,0.587492,1.870275,2.079529,Pedestrian,False,4,8,3
1738,31.724103,-10.473141,-1.158415,0.823201,0.575038,1.692035,-0.861871,Cyclist,False,5,8,4
1738,38.476447,-14.978649,-1.067536,1.095668,0.31839,1.736811,2.105438,Cyclist,False,6,8,5
1738,34.229268,-9.744491,-1.149889,1.46664,0.597052,1.799608,1.712079,Cyclist,False,7,8,6
1739,22.687375,2.212203,-1.305971,0.71392,0.709657,1.879299,-0.292121,Cyclist,False,1,9,0
1739,27.476472,-4.716309,-1.241323,1.800665,0.488511,1.89498,-1.045043,Cyclist,False,2,9,1
1739,29.143388,-4.361693,-1.257693,1.597852,0.731324,1.901483,2.437496,Cyclist,False,3,9,2
1739,32.598447,-6.663313,-1.21685,0.60402,0.572888,1.886969,2.080349,Pedestrian,False,4,9,3
1739,31.971846,-10.753758,-1.167273,0.775712,0.575038,1.687847,-0.861871,Cyclist,False,5,9,4
1739,38.355438,-14.826858,-1.07004,1.095668,0.3235,1.736811,2.105438,Cyclist,False,6,9,5
1739,34.211134,-9.481575,-1.156783,1.441081,0.597052,1.813397,1.699959,Cyclist,False,7,9,6
1741,23.207174,1.998362,-1.304146,0.812505,0.756484,1.875649,-0.236625,Cyclist,False,1,10,0
1741,27.602805,-4.876497,-1.247191,1.800665,0.488511,1.89498,-1.017561,Cyclist,False,2,10,1
1741,28.976379,-4.172341,-1.259497,1.597852,0.739838,1.901483,2.451568,Cyclist,False,3,10,2
1741,32.523909,-6.528617,-1.225197,0.580722,0.558285,1.903663,2.081169,Pedestrian,False,4,10,3
1741,32.21959,-11.034375,-1.176132,0.728224,0.575038,1.683658,-0.861871,Cyclist,False,5,10,4
1741,38.234428,-14.675066,-1.072543,1.095668,0.32861,1.736811,2.105438,Cyclist,False,6,10,5
1741,34.193,-9.21866,-1.163677,1.415522,0.597052,1.827185,1.68784,Cyclist,False,7,10,6
1742,23.726973,1.784522,-1.302321,0.91109,0.803311,1.871999,-0.181129,Cyclist,False,1,11,0
1742,27.729139,-5.036685,-1.253059,1.800665,0.488511,1.89498,-0.990078,Cyclist,False,2,11,1
1742,28.793112,-4.002688,-1.261301,1.597852,0.697267,1.901483,2.46564,Cyclist,False,3,11,2
1742,32.414604,-6.398534,-1.154185,0.590608,0.548175,1.745192,2.098683,Pedestrian,False,4,11,3
1742,32.467333,-11.314992,-1.18499,0.680735,0.575038,1.679469,-0.861871,Cyclist,False,5,11,4
1742,38.102827,-14.522736,-1.089178,1.001777,0.337995,1.736811,2.124883,Cyclist,False,6,11,5
1742,34.174866,-8.955744,-1.170571,1.389963,0.597052,1.840974,1.67572,Cyclist,False,7,11,6
1744,24.248949,1.704937,-1.293025,0.863869,0.790884,1.870436,-0.150647,Cyclist,False,1,12,0
1744,27.897262,-5.217928,-1.252804,1.800665,0.488511,1.89498,-0.990078,Cyclist,False,2,12,1
1744,28.609844,-3.833036,-1.263106,1.597852,0.654697,1.901483,2.479711,Cyclist,False,3,12,2
1744,32.305299,-6.26845,-1.164557,0.600494,0.538065,1.749489,2.116197,Pedestrian,False,4,12,3
1744,32.703894,-11.605764,-1.181044,0.680735,0.575038,1.671578,-0.861871,Cyclist,False,5,12,4
1744,37.971227,-14.370406,-1.105812,0.907887,0.347381,1.736811,2.144329,Cyclist,False,6,12,5
1744,34.156733,-8.692829,-1.177466,1.364403,0.597052,1.854762,1.663601,Cyclist,False,7,12,6
1745,24.770924,1.625352,-1.28373,0.816647,0.778458,1.868872,-0.120165,Cyclist,False,1,13,0
1745,28.065386,-5.399171,-1.252549,1.800665,0.488511,1.89498,-0.990078,Cyclist,False,2,13,1
1745,28.323408,-3.637672,-1.258056,1.513189,0.666049,1.86145,2.53541,Cyclist,False,3,13,2
1745,32.195995,-6.138367,-1.174929,0.610379,0.527955,1.753787,2.133712,Pedestrian,False,4,13,3
1745,32.940455,-11.896535,-1.177099,0.680735,0.575038,1.663687,-0.861871,Cyclist,False,5,13,4
1745,37.839626,-14.218076,-1.122447,0.813996,0.356766,1.736811,2.163775,Cyclist,False,6,13,5
1745,34.138599,-8.429913,-1.18436,1.338844,0.597052,1.868551,1.651481,Cyclist,False,7,13,6
1747,25.2929,1.545767,-1.274434,0.769426,0.766031,1.867309,-0.089682,Cyclist,False,1,14,0
1747,28.233509,-5.580414,-1.252294,1.800665,0.488511,1.89498,-0.990078,Cyclist,False,2,14,1
1747,28.036971,-3.442308,-1.253006,1.428526,0.677401,1.821416,2.59111,Cyclist,False,3,14,2
1747,32.08669,-6.008283,-1.185301,0.620265,0.517845,1.758084,2.151227,Pedestrian,False,4,14,3
1747,33.177016,-12.187306,-1.173153,0.680735,0.575038,1.655796,-0.861871,Cyclist,False,5,14,4
1747,37.708026,-14.065745,-1.139081,0.720105,0.366152,1.736811,2.183221,Cyclist,False,6,14,5
1747,34.120465,-8.166998,-1.191254,1.313285,0.597052,1.882339,1.639362,Cyclist,False,7,14,6
1748,25.814876,1.466183,-1.265138,0.722205,0.753605,1.865746,-0.0592,Cyclist,False,1,15,0
1748,28.401632,-5.761657,-1.252039,1.800665,0.488511,1.89498,-0.990078,Cyclist,False,2,15,1
1748,27.750535,-3.246944,-1.247956,1.343862,0.688753,1.781383,2.64681,Cyclist,False,3,15,2
1748,31.977386,-5.878199,-1.195673,0.63015,0.507735,1.762382,2.168741,Pedestrian,False,4,15,3
1748,33.413577,-12.478078,-1.169207,0.680735,0.575038,1.647904,-0.861871,Cyclist,False,5,15,4
1748,37.576425,-13.913415,-1.155716,0.626214,0.375537,1.736811,2.202667,Cyclist,False,6,15,5
1748,34.102331,-7.904082,-1.198148,1.287726,0.597052,1.896128,1.627242,Cyclist,False,7,15,6
1750,26.336852,1.386598,-1.255842,0.674984,0.741178,1.864183,-0.028717,Cyclist,False,1,16,0
1750,28.569755,-5.9429,-1.251784,1.800665,0.488511,1.89498,-0.990078,Cyclist,False,2,16,1
1750,27.464098,-3.05158,-1.242906,1.259199,0.700105,1.741349,2.702509,Cyclist,False,3,16,2
1750,31.868081,-5.748116,-1.206045,0.640036,0.497625,1.766679,2.186256,Pedestrian,False,4,16,3
1750,33.650138,-12.768849,-1.165262,0.680735,0.575038,1.640013,-0.861871,Cyclist,False,5,16,4
1750,37.444825,-13.761085,-1.17235,0.532324,0.384923,1.736811,2.222113,Cyclist,False,6,16,5
1750,34.084197,-7.641167,-1.205042,1.262167,0.597052,1.909916,1.615123,Cyclist,False,7,16,6
1751,26.858827,1.307013,-1.246547,0.627762,0.728752,1.862619,0.001765,Cyclist,False,1,17,0
1751,28.737879,-6.124143,-1.251529,1.800665,0.488511,1.89498,-0.990078,Cyclist,False,2,17,1
1751,27.177662,-2.856216,-1.237856,1.174536,0.711457,1.701316,2.758209,Cyclist,False,3,17,2
1751,31.758776,-5.618032,-1.216416,0.649921,0.487514,1.770977,2.20377,Pedestrian,False,4,17,3
1751,33.886699,-13.059621,-1.161316,0.680735,0.575038,1.632122,-0.861871,Cyclist,False,5,17,4
1751,37.313224,-13.608755,-1.188985,0.438433,0.394308,1.736811,2.241559,Cyclist,False,6,17,5
1751,34.15635,-7.303066,-1.198148,1.284659,0.597052,1.896128,1.566931,Cyclist,False,7,17,6
1753,27.380803,1.227428,-1.237251,0.580541,0.716325,1.861056,0.032247,Cyclist,False,1,18,0
1753,28.906002,-6.305386,-1.251274,1.800665,0.488511,1.89498,-0.990078,Cyclist,False,2,18,1
1753,26.853135,-2.755291,-1.259085,1.089873,0.722809,1.700701,2.813909,Cyclist,False,3,18,2
1753,31.649472,-5.487948,-1.226788,0.659807,0.477404,1.775274,2.221285,Pedestrian,False,4,18,3
1753,34.125034,-13.33141,-1.159287,0.680735,0.575038,1.628064,-0.861871,Cyclist,False,5,18,4
1753,37.125191,-13.408967,-1.185616,0.485514,0.404415,1.743549,2.247383,Cyclist,False,6,18,5
1753,34.228504,-6.964966,-1.191254,1.307151,0.597052,1.882339,1.518739,Cyclist,False,7,18,6
1754,27.895943,1.274142,-1.230872,0.580541,0.716325,1.873814,0.032247,Cyclist,False,1,19,0
1754,29.083192,-6.511853,-1.237989,1.800665,0.488511,1.89498,-0.990078,Cyclist,False,2,19,1
1754,26.528608,-2.654365,-1.280314,1.00521,0.734162,1.700086,2.869609,Cyclist,False,3,19,2
1754,31.540167,-5.357865,-1.23716,0.669692,0.467294,1.779571,2.238799,Pedestrian,False,4,19,3
1754,34.36337,-13.603198,-1.157258,0.680735,0.575038,1.624006,-0.861871,Cyclist,False,5,19,4
1754,36.937158,-13.20918,-1.182247,0.532595,0.414523,1.750287,2.253207,Cyclist,False,6,19,5
1754,34.300657,-6.626865,-1.18436,1.329643,0.597052,1.868551,1.470546,Cyclist,False,7,19,6
1756,28.411083,1.320856,-1.224493,0.580541,0.716325,1.886572,0.032247,Cyclist,False,1,20,0
1756,29.260381,-6.718321,-1.224704,1.800665,0.488511,1.89498,-0.990078,Cyclist,False,2,20,1
1756,26.20408,-2.55344,-1.301543,0.920547,0.745514,1.699471,2.925308,Cyclist,False,3,20,2
1756,31.430863,-5.227781,-1.247532,0.679578,0.457184,1.783869,2.256314,Pedestrian,False,4,20,3
1756,34.601705,-13.874987,-1.155229,0.680735,0.575038,1.619947,-0.861871,Cyclist,False,5,20,4
1756,36.749126,-13.009392,-1.178878,0.579675,0.42463,1.757026,2.259031,Cyclist,False,6,20,5
1756,34.37281,-6.288764,-1.177466,1.352135,0.597052,1.854762,1.422354,Cyclist,False,7,20,6
1757,28.926224,1.367569,-1.218114,0.580541,0.716325,1.89933,0.032247,Cyclist,False,1,21,0
1757,29.437571,-6.924788,-1.211419,1.800665,0.488511,1.89498,-0.990078,Cyclist,False,2,21,1
1757,25.879553,-2.452515,-1.322772,0.835884,0.756866,1.698856,2.981008,Cyclist,False,3,21,2
1757,31.321558,-5.097697,-1.257904,0.689463,0.447074,1.788166,2.273828,Pedestrian,False,4,21,3
1757,34.840041,-14.146775,-1.1532,0.680735,0.575038,1.615889,-0.861871,Cyclist,False,5,21,4
1757,36.561093,-12.809605,-1.175508,0.626756,0.434737,1.763764,2.264855,Cyclist,False,6,21,5
1757,34.444964,-5.950664,-1.170571,1.374627,0.597052,1.840974,1.374162,Cyclist,False,7,21,6
1759,29.441364,1.414283,-1.211735,0.580541,0.716325,1.912088,0.032247,Cyclist,False,1,22,0
1759,29.614761,-7.131256,-1.198133,1.800665,0.488511,1.89498,-0.990078,Cyclist,False,2,22,1
1759,25.578955,-2.454057,-1.323687,0.888011,0.739838,1.709375,3.035122,Cyclist,False,3,22,2
1759,31.212254,-4.967614,-1.268276,0.699349,0.436964,1.792464,2.291343,Pedestrian,False,4,22,3
1759,35.078376,-14.418564,-1.151171,0.680735,0.575038,1.611831,-0.861871,Cyclist,False,5,22,4
1759,36.37306,-12.609817,-1.172139,0.673837,0.444845,1.770502,2.270679,Cyclist,False,6,22,5
1759,34.517117,-5.612563,-1.163677,1.397119,0.597052,1.827185,1.32597,Cyclist,False,7,22,6
1759,6.662863,4.044561,-1.434629,2.528214,1.548579,1.450741,-1.73991,Vehicle,False,9,22,8
1760,29.956504,1.460997,-1.205356,0.580541,0.716325,1.924846,0.032247,Cyclist,False,1,23,0
1760,29.791951,-7.337723,-1.184848,1.800665,0.488511,1.89498,-0.990078,Cyclist,False,2,23,1
1760,25.278358,-2.4556,-1.324602,0.940137,0.72281,1.719893,3.089236,Cyclist,False,3,23,2
1760,31.102949,-4.83753,-1.278648,0.709234,0.426854,1.796761,2.308858,Pedestrian,False,4,23,3
1760,35.294144,-14.681581,-1.152016,0.680735,0.575038,1.613522,-0.861871,Cyclist,False,5,23,4
1760,36.185027,-12.41003,-1.16877,0.720918,0.454952,1.77724,2.276503,Cyclist,False,6,23,5
1760,34.58927,-5.274462,-1.156783,1.419611,0.597052,1.813397,1.277778,Cyclist,False,7,23,6
1760,6.538157,3.687417,-1.438452,2.722343,1.582351,1.44154,-1.766315,Vehicle,False,9,23,8
1762,30.486131,1.567477,-1.205356,0.580541,0.716325,1.924846,0.068609,Cyclist,False,1,24,0
1762,29.96914,-7.544191,-1.171563,1.800665,0.488511,1.89498,-0.990078,Cyclist,False,2,24,1
1762,24.97776,-2.457142,-1.325516,0.992264,0.705782,1.730412,-3.139835,Cyclist,False,3,24,2
1762,30.993041,-4.722114,-1.273575,0.709234,0.426854,1.806907,2.308858,Pedestrian,False,4,24,3
1762,35.509911,-14.944598,-1.152862,0.680735,0.575038,1.615213,-0.861871,Cyclist,False,5,24,4
1762,35.996995,-12.210242,-1.165401,0.767998,0.465059,1.783979,2.282327,Cyclist,False,6,24,5
1762,34.661424,-4.936362,-1.149889,1.442103,0.597052,1.799608,1.229586,Cyclist,False,7,24,6
1762,6.413452,3.330274,-1.442274,2.916473,1.616122,1.432338,-1.79272,Vehicle,False,9,24,8
1763,31.015759,1.673958,-1.205356,0.580541,0.716325,1.924846,0.10497,Cyclist,False,1,25,0
1763,30.14633,-7.750658,-1.158278,1.800665,0.488511,1.89498,-0.990078,Cyclist,False,2,25,1
1763,24.677162,-2.458684,-1.326431,1.04439,0.688753,1.740931,-3.085721,Cyclist,False,3,25,2
1763,30.883133,-4.606698,-1.268502,0.709234,0.426854,1.817052,2.308858,Pedestrian,False,4,25,3
1763,35.725679,-15.207615,-1.153707,0.680735,0.575038,1.616904,-0.861871,Cyclist,False,5,25,4
1763,35.808962,-12.010455,-1.162032,0.815079,0.475166,1.790717,2.288151,Cyclist,False,6,25,5
1763,34.733577,-4.598261,-1.142995,1.464595,0.597052,1.78582,1.181394,Cyclist,False,7,25,6
1763,6.288746,2.97313,-1.446097,3.110602,1.649894,1.423137,-1.819126,Vehicle,False,9,25,8
1765,31.545386,1.780438,-1.205356,0.580541,0.716325,1.924846,0.141332,Cyclist,False,1,26,0
1765,30.369597,-7.997727,-1.165846,1.800665,0.488511,1.89498,-0.990078,Cyclist,False,2,26,1
1765,24.376565,-2.460227,-1.327346,1.096517,0.671725,1.751449,-3.031607,Cyclist,False,3,26,2
1765,30.773225,-4.491281,-1.263429,0.709234,0.426854,1.827198,2.308858,Pedestrian,False,4,26,3
1765,35.941447,-15.470631,-1.154552,0.680735,0.575038,1.618595,-0.861871,Cyclist,False,5,26,4
1765,35.620929,-11.810667,-1.158663,0.86216,0.485274,1.797455,2.293975,Cyclist,False,6,26,5
1765,34.880775,-4.294507,-1.134478,1.44994,0.597052,1.768787,1.181394,Cyclist,False,7,26,6
1765,6.164041,2.615987,-1.44992,3.304732,1.683665,1.413936,-1.845531,Vehicle,False,9,26,8
1766,32.075013,1.886918,-1.205356,0.580541,0.716325,1.924846,0.177693,Cyclist,False,1,27,0
1766,30.592865,-8.244796,-1.173414,1.800665,0.488511,1.89498,-0.990078,Cyclist,False,2,27,1
1766,24.075967,-2.461769,-1.328261,1.148643,0.654697,1.761968,-2.977493,Cyclist,False,3,27,2
1766,30.663316,-4.375865,-1.258357,0.709234,0.426854,1.837344,2.308858,Pedestrian,False,4,27,3
1766,36.157214,-15.733648,-1.155398,0.680735,0.575038,1.620286,-0.861871,Cyclist,False,5,27,4
1766,35.432896,-11.61088,-1.155293,0.909241,0.495381,1.804193,2.2998,Cyclist,False,6,27,5
1766,35.027973,-3.990752,-1.125962,1.435285,0.597052,1.751755,1.181394,Cyclist,False,7,27,6
1766,6.039335,2.258843,-1.453743,3.498861,1.717437,1.404735,-1.871936,Vehicle,False,9,27,8
1768,32.60464,1.993398,-1.205356,0.580541,0.716325,1.924846,0.214055,Cyclist,False,1,28,0
1768,30.816132,-8.491865,-1.180982,1.800665,0.488511,1.89498,-0.990078,Cyclist,False,2,28,1
1768,23.774008,-2.471716,-1.323917,1.20077,0.654697,1.761968,-2.778699,Cyclist,False,3,28,2
1768,30.553408,-4.260449,-1.253284,0.709234,0.426854,1.84749,2.308858,Pedestrian,False,4,28,3
1768,36.372982,-15.996665,-1.156243,0.680735,0.575038,1.621977,-0.861871,Cyclist,False,5,28,4
1768,35.244864,-11.411092,-1.151924,0.956321,0.505488,1.810932,2.305624,Cyclist,False,6,28,5
1768,35.175171,-3.686998,-1.117445,1.420631,0.597052,1.734722,1.181394,Cyclist,False,7,28,6
1768,5.91463,1.9017,-1.457565,3.692991,1.751208,1.395533,-1.898341,Vehicle,False,9,28,8
1769,33.134268,2.099879,-1.205356,0.580541,0.716325,1.924846,0.250416,Cyclist,False,1,29,0
1769,31.039399,-8.738934,-1.18855,1.800665,0.488511,1.89498,-0.990078,Cyclist,False,2,29,1
1769,23.444765,-2.615635,-1.324937,1.26978,0.654697,1.774236,-2.818179,Cyclist,False,3,29,2
1769,30.4435,-4.145033,-1.248211,0.709234,0.426854,1.857635,2.308858,Pedestrian,False,4,29,3
1769,36.588749,-16.259682,-1.157089,0.680735,0.575038,1.623668,-0.861871,Cyclist,False,5,29,4
1769,35.056831,-11.211305,-1.148555,1.003402,0.515596,1.81767,2.311448,Cyclist,False,6,29,5
1769,35.322369,-3.383244,-1.108929,1.405976,0.597052,1.717689,1.181394,Cyclist,False,7,29,6
1769,5.789924,1.544556,-1.461388,3.88712,1.78498,1.386332,-1.924746,Vehicle,False,9,29,8
1771,33.663895,2.206359,-1.205356,0.580541,0.716325,1.924846,0.286778,Cyclist,False,1,30,0
1771,31.262667,-8.986004,-1.196118,1.800665,0.488511,1.89498,-0.990078,Cyclist,False,2,30,1
1771,23.115522,-2.759554,-1.325957,1.33879,0.654697,1.786504,-2.763939,Cyclist,False,3,30,2
1771,30.333592,-4.029616,-1.243138,0.709234,0.426854,1.867781,2.308858,Pedestrian,False,4,30,3
1771,36.804517,-16.522699,-1.157934,0.680735,0.575038,1.625359,-0.861871,Cyclist,False,5,30,4
1771,34.868798,-11.011517,-1.145186,1.050483,0.525703,1.824408,2.317272,Cyclist,False,6,30,5
1771,35.469567,-3.079489,-1.100412,1.391321,0.597052,1.700657,1.181394,Cyclist,False,7,30,6
1771,5.598196,1.074449,-1.468483,3.816577,1.858768,1.372142,-1.964409,Vehicle,False,9,30,8
1772,34.276551,2.389292,-1.205356,0.625967,0.716325,1.924846,0.2858,Cyclist,False,1,31,0
1772,31.485934,-9.233073,-1.203686,1.800665,0.488511,1.89498,-0.990078,Cyclist,False,2,31,1
1772,22.786278,-2.903472,-1.326978,1.407799,0.654697,1.798773,-2.709698,Cyclist,False,3,31,2
1772,30.223684,-3.9142,-1.238065,0.709234,0.426854,1.877927,2.308858,Pedestrian,False,4,31,3
1772,34.679494,-10.7699,-1.146098,1.089375,0.524791,1.824408,2.305453,Cyclist,False,6,31,5
1772,35.616765,-2.775735,-1.091896,1.376666,0.597052,1.683624,1.181394,Cyclist,False,7,31,6
1772,5.406469,0.604342,-1.475578,3.746033,1.932557,1.357952,-2.004072,Vehicle,False,9,31,8
1774,34.889206,2.572226,-1.205356,0.671394,0.716325,1.924846,0.284823,Cyclist,False,1,32,0
1774,31.709201,-9.480142,-1.211254,1.800665,0.488511,1.89498,-0.990078,Cyclist,False,2,32,1
1774,22.457035,-3.047391,-1.327998,1.476809,0.654697,1.811041,-2.655458,Cyclist,False,3,32,2
1774,30.113776,-3.798784,-1.232992,0.709234,0.426854,1.888072,2.308858,Pedestrian,False,4,32,3
1774,34.490189,-10.528282,-1.147011,1.128267,0.523878,1.824408,2.293634,Cyclist,False,6,32,5
1774,35.841623,-2.465209,-1.100544,1.391458,0.597052,1.68401,1.152084,Cyclist,False,7,32,6
1774,5.214741,0.134235,-1.482673,3.67549,2.006345,1.343762,-2.043735,Vehicle,False,9,32,8
1775,35.501862,2.755159,-1.205356,0.71682,0.716325,1.924846,0.283845,Cyclist,False,1,33,0
1775,31.932469,-9.727211,-1.218822,1.800665,0.488511,1.89498,-0.990078,Cyclist,False,2,33,1
1775,22.127791,-3.191309,-1.329019,1.545818,0.654697,1.82331,-2.601218,Cyclist,False,3,33,2
1775,30.003868,-3.683368,-1.227919,0.709234,0.426854,1.898218,2.308858,Pedestrian,False,4,33,3
1775,34.300884,-10.286665,-1.147923,1.167159,0.522966,1.824408,2.281816,Cyclist,False,6,33,5
1775,36.066481,-2.154683,-1.109191,1.40625,0.597052,1.684396,1.122774,Cyclist,False,7,33,6
1775,5.059593,-0.253096,-1.472456,3.67549,2.011453,1.364196,-2.043735,Vehicle,False,9,33,8
1777,36.114517,2.938092,-1.205356,0.762246,0.716325,1.924846,0.282868,Cyclist,False,1,34,0
1777,32.155736,-9.97428,-1.22639,1.800665,0.488511,1.89498,-0.990078,Cyclist,False,2,34,1
1777,21.798548,-3.335228,-1.330039,1.614828,0.654697,1.835578,-2.546978,Cyclist,False,3,34,2
1777,29.893959,-3.567952,-1.222847,0.709234,0.426854,1.908364,2.308858,Pedestrian,False,4,34,3
1777,34.11158,-10.045047,-1.148836,1.206051,0.522053,1.824408,2.269997,Cyclist,False,6,34,5
1777,36.291339,-1.844158,-1.117839,1.421041,0.597052,1.684781,1.093465,Cyclist,False,7,34,6
1777,4.904446,-0.640427,-1.462239,3.67549,2.016562,1.38463,-2.043735,Vehicle,False,9,34,8
1778,36.727172,3.121026,-1.205356,0.807673,0.716325,1.924846,0.28189,Cyclist,False,1,35,0
1778,32.383289,-10.244652,-1.230174,1.800665,0.488511,1.89498,-0.990078,Cyclist,False,2,35,1
